Epoch,Train Loss,Validation Loss
1,2.6453478301272675,1.7355862855911255
2,1.4564724897637087,1.223370419608222
3,0.9660530318232143,0.9569112261136373
4,0.7216402853236479,0.7732669313748678
5,0.5411976111285827,0.657425108883116
6,0.43188924561528597,0.5758895874023438
7,0.34932517457534284,0.5298717220624288
8,0.2964230214848238,0.4751816458172268
9,0.25697389288860206,0.43349101808336044
10,0.21587237956769326,0.3908783611324098
11,0.18818720912232118,0.39334161082903546
12,0.16336185638518894,0.3598550707101822
13,0.15018308140775738,0.32526875535647076
14,0.1327432322808925,0.3468536287546158
15,0.1187837809762534,0.30723878078990513
16,0.10818886351497735,0.3008084264066484
17,0.09918007714783444,0.3043580899635951
18,0.09058001911377206,0.284495762652821
19,0.08883677368216655,0.26698027385605705
20,0.07926339699941523,0.27884137133757275
